No,;Time;;Time 1;Time 2;Delay ;;Delay 1;Delay 2;Jitter
334;1,856399;;1,856399;1,857230;0,000831;;-0,008788;0,009619;0,018407
335;1,857230;;1,857230;1,866849;0,009619;;0,009619;0;-0,009619
336;1,866849;;1,866849;1,866849;0;;-0,000453;0,000453;0,000906
337;1,866849;;1,866849;1,867302;0,000453;;-0,010439;0,010892;0,021331
338;1,867302;;1,867302;1,878194;0,010892;;0,002088;0,008804;0,006716
339;1,878194;;1,878194;1,886998;0,008804;;-0,0088;0,017604;0,026404
340;1,886998;;1,886998;1,904602;0,017604;;0,017604;0;-0,017604
341;1,904602;;1,904602;1,904602;0;;0;0;0
342;1,904602;;1,904602;1,904602;0;;0;0;0
343;1,904602;;1,904602;1,904602;0;;0;0;0
344;1,904602;;1,904602;1,904602;0;;0;0;0
345;1,904602;;1,904602;1,904602;0;;0;0;0
346;1,904602;;1,904602;1,904602;0;;-0,012618;0,012618;0,025236
347;1,904602;;1,904602;1,917220;0,012618;;-0,028875;0,041493;0,070368
348;1,917220;;1,917220;1,958713;0,041493;;0,041493;0;-0,041493
349;1,958713;;1,958713;1,958713;0;;-0,002515;0,002515;0,00503
350;1,958713;;1,958713;1,961228;0,002515;;0,002515;0;-0,002515
351;1,961228;;1,961228;1,961228;0;;-0,002282;0,002282;0,004564
352;1,961228;;1,961228;1,963510;0,002282;;-0,006385;0,008667;0,015052
353;1,963510;;1,963510;1,972177;0,008667;;0,008667;0;-0,008667
354;1,972177;;1,972177;1,972177;0;;0;0;0
355;1,972177;;1,972177;1,972177;0;;-0,000546;0,000546;0,001092
356;1,972177;;1,972177;1,972723;0,000546;;-0,003325;0,003871;0,007196
357;1,972723;;1,972723;1,976594;0,003871;;0,003871;0;-0,003871
358;1,976594;;1,976594;1,976594;0;;0;0;0
359;1,976594;;1,976594;1,976594;0;;0;0;0
360;1,976594;;1,976594;1,976594;0;;0;0;0
361;1,976594;;1,976594;1,976594;0;;0;0;0
362;1,976594;;1,976594;1,976594;0;;0;0;0
363;1,976594;;1,976594;1,976594;0;;0;0;0
364;1,976594;;1,976594;1,976594;0;;-0,000561;0,000561;0,001122
365;1,976594;;1,976594;1,977155;0,000561;;-0,00424;0,004801;0,009041
366;1,977155;;1,977155;1,981956;0,004801;;0,004801;0;-0,004801
367;1,981956;;1,981956;1,981956;0;;-0,009059;0,009059;0,018118
368;1,981956;;1,981956;1,991015;0,009059;;0,009059;0;-0,009059
369;1,991015;;1,991015;1,991015;0;;-0,000437;0,000437;0,000874
370;1,991015;;1,991015;1,991452;0,000437;;-0,012346;0,012783;0,025129
371;1,991452;;1,991452;2,004235;0,012783;;0,012783;0;-0,012783
372;2,004235;;2,004235;2,004235;0;;-0,00045;0,00045;0,0009
373;2,004235;;2,004235;2,004685;0,00045;;-0,006555;0,007005;0,01356
374;2,004685;;2,004685;2,011690;0,007005;;0,005105;0,0019;-0,003205
375;2,011690;;2,011690;2,013590;0,0019;;0,001792;0,000108;-0,001684
376;2,013590;;2,013590;2,013698;0,000108;;7,3E-05;3,5E-05;-3,8E-05
377;2,013698;;2,013698;2,013733;3,5E-05;;-0,066139;0,066174;0,132313
378;2,013733;;2,013733;2,079907;0,066174;;0,063029;0,003145;-0,059884
379;2,079907;;2,079907;2,083052;0,003145;;-0,00097;0,004115;0,005085
380;2,083052;;2,083052;2,087167;0,004115;;0,004076;3,9E-05;-0,004037
381;2,087167;;2,087167;2,087206;3,9E-05;;-0,01559;0,015629;0,031219
382;2,087206;;2,087206;2,102835;0,015629;;-0,048794;0,064423;0,113217
383;2,102835;;2,102835;2,167258;0,064423;;-0,242407;0,30683;0,549237
384;2,167258;;2,167258;2,474088;0,30683;;0,306693;0,000137;-0,306556
385;2,474088;;2,474088;2,474225;0,000137;;0,000137;0;-0,000137
386;2,474225;;2,474225;2,474225;0;;0;0;0
387;2,474225;;2,474225;2,474225;0;;0;0;0
388;2,474225;;2,474225;2,474225;0;;-0,290741;0,290741;0,581482
389;2,474225;;2,474225;2,764966;0,290741;;0,254646;0,036095;-0,218551
390;2,764966;;2,764966;2,801061;0,036095;;0,036095;0;-0,036095
391;2,801061;;2,801061;2,801061;0;;0;0;0
392;2,801061;;2,801061;2,801061;0;;0;0;0
393;2,801061;;2,801061;2,801061;0;;0;0;0
394;2,801061;;2,801061;2,801061;0;;-0,000142;0,000142;0,000284
395;2,801061;;2,801061;2,801203;0,000142;;-0,013004;0,013146;0,02615
396;2,801203;;2,801203;2,814349;0,013146;;0,013008;0,000138;-0,01287
397;2,814349;;2,814349;2,814487;0,000138;;0,000138;0;-0,000138
398;2,814487;;2,814487;2,814487;0;;0;0;0
399;2,814487;;2,814487;2,814487;0;;0;0;0
400;2,814487;;2,814487;2,814487;0;;0;0;0
401;2,814487;;2,814487;2,814487;0;;0;0;0
402;2,814487;;2,814487;2,814487;0;;0;0;0
403;2,814487;;2,814487;2,814487;0;;0;0;0
404;2,814487;;2,814487;2,814487;0;;-0,24457;0,24457;0,48914
405;2,814487;;2,814487;3,059057;0,24457;;0,244268;0,000302;-0,243966
406;3,059057;;3,059057;3,059359;0,000302;;-0,02628;0,026582;0,052862
407;3,059359;;3,059359;3,085941;0,026582;;0,026582;0;-0,026582
408;3,085941;;3,085941;3,085941;0;;0;0;0
409;3,085941;;3,085941;3,085941;0;;0;0;0
410;3,085941;;3,085941;3,085941;0;;-0,043244;0,043244;0,086488
411;3,085941;;3,085941;3,129185;0,043244;;0,030634;0,01261;-0,018024
412;3,129185;;3,129185;3,141795;0,01261;;0,012294;0,000316;-0,011978
413;3,141795;;3,141795;3,142111;0,000316;;7,4E-05;0,000242;0,000168
414;3,142111;;3,142111;3,142353;0,000242;;-0,049345;0,049587;0,098932
415;3,142353;;3,142353;3,191940;0,049587;;0,039998;0,009589;-0,030409
416;3,191940;;3,191940;3,201529;0,009589;;0,002659;0,00693;0,004271
417;3,201529;;3,201529;3,208459;0,00693;;0,003551;0,003379;-0,000172
418;3,208459;;3,208459;3,211838;0,003379;;0,003247;0,000132;-0,003115
419;3,211838;;3,211838;3,211970;0,000132;;-0,009508;0,00964;0,019148
420;3,211970;;3,211970;3,221610;0,00964;;0,009535;0,000105;-0,00943
421;3,221610;;3,221610;3,221715;0,000105;;-0,055376;0,055481;0,110857
422;3,221715;;3,221715;3,277196;0,055481;;0,055481;0;-0,055481
423;3,277196;;3,277196;3,277196;0;;0;0;0
424;3,277196;;3,277196;3,277196;0;;-0,001905;0,001905;0,00381
425;3,277196;;3,277196;3,279101;0,001905;;-0,053733;0,055638;0,109371
426;3,279101;;3,279101;3,334739;0,055638;;0,055638;0;-0,055638
427;3,334739;;3,334739;3,334739;0;;0;0;0
428;3,334739;;3,334739;3,334739;0;;0;0;0
429;3,334739;;3,334739;3,334739;0;;-0,00062;0,00062;0,00124
430;3,334739;;3,334739;3,335359;0,00062;;7,1E-05;0,000549;0,000478
431;3,335359;;3,335359;3,335908;0,000549;;-0,051009;0,051558;0,102567
432;3,335908;;3,335908;3,387466;0,051558;;-0,229801;0,281359;0,51116
433;3,387466;;3,387466;3,668825;0,281359;;0,281145;0,000214;-0,280931
434;3,668825;;3,668825;3,669039;0,000214;;-0,005824;0,006038;0,011862
435;3,669039;;3,669039;3,675077;0,006038;;0,005813;0,000225;-0,005588
436;3,675077;;3,675077;3,675302;0,000225;;-0,043263;0,043488;0,086751
437;3,675302;;3,675302;3,718790;0,043488;;-0,004775;0,048263;0,053038
438;3,718790;;3,718790;3,767053;0,048263;;0,036497;0,011766;-0,024731
439;3,767053;;3,767053;3,778819;0,011766;;-0,003284;0,01505;0,018334
440;3,778819;;3,778819;3,793869;0,01505;;-0,07864;0,09369;0,17233
441;3,793869;;3,793869;3,887559;0,09369;;0,026397;0,067293;0,040896
442;3,887559;;3,887559;3,954852;0,067293;;0,06588;0,001413;-0,064467
443;3,954852;;3,954852;3,956265;0,001413;;-0,05982;0,061233;0,121053
444;3,956265;;3,956265;4,017498;0,061233;;0,061092;0,000141;-0,060951
445;4,017498;;4,017498;4,017639;0,000141;;-0,000284;0,000425;0,000709
446;4,017639;;4,017639;4,018064;0,000425;;-0,04875;0,049175;0,097925
447;4,018064;;4,018064;4,067239;0,049175;;0,049175;0;-0,049175
448;4,067239;;4,067239;4,067239;0;;0;0;0
449;4,067239;;4,067239;4,067239;0;;-8,4E-05;8,4E-05;0,000168
450;4,067239;;4,067239;4,067323;8,4E-05;;-3,9E-05;0,000123;0,000162
451;4,067323;;4,067323;4,067446;0,000123;;-3,8E-05;0,000161;0,000199
452;4,067446;;4,067446;4,067607;0,000161;;-0,059456;0,059617;0,119073
453;4,067607;;4,067607;4,127224;0,059617;;-0,572003;0,63162;1,203623
454;4,127224;;4,127224;4,758844;0,63162;;-0,235956;0,867576;1,103532
455;4,758844;;4,758844;5,626420;0,867576;;0,86211;0,005466;-0,856644
456;5,626420;;5,626420;5,631886;0,005466;;0,005416;5E-05;-0,005366
457;5,631886;;5,631886;5,631936;5E-05;;-0,128264;0,128314;0,256578
458;5,631936;;5,631936;5,760250;0,128314;;0,112226;0,016088;-0,096138
459;5,760250;;5,760250;5,776338;0,016088;;-0,004072;0,02016;0,024232
460;5,776338;;5,776338;5,796498;0,02016;;0,018022;0,002138;-0,015884
461;5,796498;;5,796498;5,798636;0,002138;;-0,000715;0,002853;0,003568
462;5,798636;;5,798636;5,801489;0,002853;;0,002853;0;-0,002853
463;5,801489;;5,801489;5,801489;0;;0;0;0
464;5,801489;;5,801489;5,801489;0;;-0,005196;0,005196;0,010392
465;5,801489;;5,801489;5,806685;0,005196;;-0,005474;0,01067;0,016144
466;5,806685;;5,806685;5,817355;0,01067;;0,01067;0;-0,01067
467;5,817355;;5,817355;5,817355;0;;0;0;0
468;5,817355;;5,817355;5,817355;0;;-0,010096;0,010096;0,020192
469;5,817355;;5,817355;5,827451;0,010096;;0,010096;0;-0,010096
470;5,827451;;5,827451;5,827451;0;;-0,000549;0,000549;0,001098
471;5,827451;;5,827451;5,828000;0,000549;;-0,008275;0,008824;0,017099
472;5,828000;;5,828000;5,836824;0,008824;;0,008824;0;-0,008824
473;5,836824;;5,836824;5,836824;0;;0;0;0
474;5,836824;;5,836824;5,836824;0;;-0,017521;0,017521;0,035042
475;5,836824;;5,836824;5,854345;0,017521;;0,008411;0,00911;0,000699
476;5,854345;;5,854345;5,863455;0,00911;;0,00911;0;-0,00911
477;5,863455;;5,863455;5,863455;0;;0;0;0
478;5,863455;;5,863455;5,863455;0;;0;0;0
479;5,863455;;5,863455;5,863455;0;;0;0;0
480;5,863455;;5,863455;5,863455;0;;-0,018209;0,018209;0,036418
481;5,863455;;5,863455;5,881664;0,018209;;0,017781;0,000428;-0,017353
482;5,881664;;5,881664;5,882092;0,000428;;-0,004546;0,004974;0,00952
483;5,882092;;5,882092;5,887066;0,004974;;0,004974;0;-0,004974
484;5,887066;;5,887066;5,887066;0;;-0,001562;0,001562;0,003124
485;5,887066;;5,887066;5,888628;0,001562;;0,001562;0;-0,001562
486;5,888628;;5,888628;5,888628;0;;0;0;0
487;5,888628;;5,888628;5,888628;0;;0;0;0
488;5,888628;;5,888628;5,888628;0;;-0,011937;0,011937;0,023874
489;5,888628;;5,888628;5,900565;0,011937;;-0,028066;0,040003;0,068069
490;5,900565;;5,900565;5,940568;0,040003;;0,038073;0,00193;-0,036143
491;5,940568;;5,940568;5,942498;0,00193;;-0,008857;0,010787;0,019644
492;5,942498;;5,942498;5,953285;0,010787;;0,010335;0,000452;-0,009883
493;5,953285;;5,953285;5,953737;0,000452;;-0,002568;0,00302;0,005588
494;5,953737;;5,953737;5,956757;0,00302;;0,00302;0;-0,00302
495;5,956757;;5,956757;5,956757;0;;-0,006215;0,006215;0,01243
496;5,956757;;5,956757;5,962972;0,006215;;0,006215;0;-0,006215
497;5,962972;;5,962972;5,962972;0;;-0,000875;0,000875;0,00175
498;5,962972;;5,962972;5,963847;0,000875;;-0,001245;0,00212;0,003365
499;5,963847;;5,963847;5,965967;0,00212;;-0,008604;0,010724;0,019328
500;5,965967;;5,965967;5,976691;0,010724;;0,010724;0;-0,010724
501;5,976691;;5,976691;5,976691;0;;0;0;0
502;5,976691;;5,976691;5,976691;0;;-0,000538;0,000538;0,001076
503;5,976691;;5,976691;5,977229;0,000538;;0,000139;0,000399;0,00026
504;5,977229;;5,977229;5,977628;0,000399;;-0,009669;0,010068;0,019737
505;5,977628;;5,977628;5,987696;0,010068;;0,010068;0;-0,010068
506;5,987696;;5,987696;5,987696;0;;0;0;0
507;5,987696;;5,987696;5,987696;0;;0;0;0
508;5,987696;;5,987696;5,987696;0;;0;0;0
509;5,987696;;5,987696;5,987696;0;;0;0;0
510;5,987696;;5,987696;5,987696;0;;0;0;0
511;5,987696;;5,987696;5,987696;0;;-0,000408;0,000408;0,000816
512;5,987696;;5,987696;5,988104;0,000408;;-0,001817;0,002225;0,004042
513;5,988104;;5,988104;5,990329;0,002225;;0,002225;0;-0,002225
514;5,990329;;5,990329;5,990329;0;;0;0;0
515;5,990329;;5,990329;5,990329;0;;0;0;0
516;5,990329;;5,990329;5,990329;0;;-0,000386;0,000386;0,000772
517;5,990329;;5,990329;5,990715;0,000386;;-0,000716;0,001102;0,001818
518;5,990715;;5,990715;5,991817;0,001102;;0,001102;0;-0,001102
519;5,991817;;5,991817;5,991817;0;;-0,016607;0,016607;0,033214
520;5,991817;;5,991817;6,008424;0,016607;;0,005311;0,011296;0,005985
521;6,008424;;6,008424;6,019720;0,011296;;0,011296;0;-0,011296
522;6,019720;;6,019720;6,019720;0;;0;0;0
523;6,019720;;6,019720;6,019720;0;;0;0;0
524;6,019720;;6,019720;6,019720;0;;-0,004636;0,004636;0,009272
525;6,019720;;6,019720;6,024356;0,004636;;0,004636;0;-0,004636
526;6,024356;;6,024356;6,024356;0;;-0,014594;0,014594;0,029188
527;6,024356;;6,024356;6,038950;0,014594;;-0,005699;0,020293;0,025992
528;6,038950;;6,038950;6,059243;0,020293;;0,020293;0;-0,020293
529;6,059243;;6,059243;6,059243;0;;-0,009149;0,009149;0,018298
530;6,059243;;6,059243;6,068392;0,009149;;0,009149;0;-0,009149
531;6,068392;;6,068392;6,068392;0;;-0,000461;0,000461;0,000922
532;6,068392;;6,068392;6,068853;0,000461;;0,000159;0,000302;0,000143
533;6,068853;;6,068853;6,069155;0,000302;;-0,032;0,032302;0,064302
534;6,069155;;6,069155;6,101457;0,032302;;0,032302;0;-0,032302
535;6,101457;;6,101457;6,101457;0;;0;0;0
536;6,101457;;6,101457;6,101457;0;;0;0;0
537;6,101457;;6,101457;6,101457;0;;0;0;0
538;6,101457;;6,101457;6,101457;0;;0;0;0
539;6,101457;;6,101457;6,101457;0;;0;0;0
540;6,101457;;6,101457;6,101457;0;;0;0;0
541;6,101457;;6,101457;6,101457;0;;0;0;0
542;6,101457;;6,101457;6,101457;0;;0;0;0
543;6,101457;;6,101457;6,101457;0;;0;0;0
544;6,101457;;6,101457;6,101457;0;;0;0;0
545;6,101457;;6,101457;6,101457;0;;0;0;0
546;6,101457;;6,101457;6,101457;0;;0;0;0
547;6,101457;;6,101457;6,101457;0;;-0,001071;0,001071;0,002142
548;6,101457;;6,101457;6,102528;0,001071;;-0,000767;0,001838;0,002605
549;6,102528;;6,102528;6,104366;0,001838;;0,001838;0;-0,001838
550;6,104366;;6,104366;6,104366;0;;-0,013362;0,013362;0,026724
551;6,104366;;6,104366;6,117728;0,013362;;0,013285;7,7E-05;-0,013208
552;6,117728;;6,117728;6,117805;7,7E-05;;7,7E-05;0;-7,7E-05
553;6,117805;;6,117805;6,117805;0;;-0,014963;0,014963;0,029926
554;6,117805;;6,117805;6,132768;0,014963;;0,014963;0;-0,014963
555;6,132768;;6,132768;6,132768;0;;0;0;0
556;6,132768;;6,132768;6,132768;0;;0;0;0
557;6,132768;;6,132768;6,132768;0;;-0,000152;0,000152;0,000304
558;6,132768;;6,132768;6,132920;0,000152;;-0,014746;0,014898;0,029644
559;6,132920;;6,132920;6,147818;0,014898;;0,002571;0,012327;0,009756
560;6,147818;;6,147818;6,160145;0,012327;;0,007687;0,00464;-0,003047
561;6,160145;;6,160145;6,164785;0,00464;;-0,002045;0,006685;0,00873
562;6,164785;;6,164785;6,171470;0,006685;;0,006685;0;-0,006685
563;6,171470;;6,171470;6,171470;0;;0;0;0
564;6,171470;;6,171470;6,171470;0;;-0,000416;0,000416;0,000832
565;6,171470;;6,171470;6,171886;0,000416;;-0,021919;0,022335;0,044254
566;6,171886;;6,171886;6,194221;0,022335;;0,016817;0,005518;-0,011299
567;6,194221;;6,194221;6,199739;0,005518;;0,005518;0;-0,005518
568;6,199739;;6,199739;6,199739;0;;0;0;0
569;6,199739;;6,199739;6,199739;0;;0;0;0
570;6,199739;;6,199739;6,199739;0;;0;0;0
571;6,199739;;6,199739;6,199739;0;;0;0;0
572;6,199739;;6,199739;6,199739;0;;0;0;0
573;6,199739;;6,199739;6,199739;0;;0;0;0
574;6,199739;;6,199739;6,199739;0;;0;0;0
575;6,199739;;6,199739;6,199739;0;;-0,003994;0,003994;0,007988
576;6,199739;;6,199739;6,203733;0,003994;;0,003994;0;-0,003994
577;6,203733;;6,203733;6,203733;0;;0;0;0
578;6,203733;;6,203733;6,203733;0;;0;0;0
579;6,203733;;6,203733;6,203733;0;;-0,00043;0,00043;0,00086
580;6,203733;;6,203733;6,204163;0,00043;;-0,001695;0,002125;0,00382
581;6,204163;;6,204163;6,206288;0,002125;;0,002125;0;-0,002125
582;6,206288;;6,206288;6,206288;0;;-0,003525;0,003525;0,00705
583;6,206288;;6,206288;6,209813;0,003525;;-0,00638;0,009905;0,016285
584;6,209813;;6,209813;6,219718;0,009905;;0,009905;0;-0,009905
585;6,219718;;6,219718;6,219718;0;;0;0;0
586;6,219718;;6,219718;6,219718;0;;0;0;0
587;6,219718;;6,219718;6,219718;0;;0;0;0
588;6,219718;;6,219718;6,219718;0;;0;0;0
589;6,219718;;6,219718;6,219718;0;;0;0;0
590;6,219718;;6,219718;6,219718;0;;0;0;0
591;6,219718;;6,219718;6,219718;0;;-0,000518;0,000518;0,001036
592;6,219718;;6,219718;6,220236;0,000518;;-0,014342;0,01486;0,029202
593;6,220236;;6,220236;6,235096;0,01486;;0,01486;0;-0,01486
594;6,235096;;6,235096;6,235096;0;;0;0;0
595;6,235096;;6,235096;6,235096;0;;0;0;0
596;6,235096;;6,235096;6,235096;0;;-0,000447;0,000447;0,000894
597;6,235096;;6,235096;6,235543;0,000447;;-0,02041;0,020857;0,041267
598;6,235543;;6,235543;6,256400;0,020857;;0,016246;0,004611;-0,011635
599;6,256400;;6,256400;6,261011;0,004611;;0,004611;0;-0,004611
600;6,261011;;6,261011;6,261011;0;;-0,004026;0,004026;0,008052
601;6,261011;;6,261011;6,265037;0,004026;;0,004026;0;-0,004026
602;6,265037;;6,265037;6,265037;0;;0;0;0
603;6,265037;;6,265037;6,265037;0;;-0,006917;0,006917;0,013834
604;6,265037;;6,265037;6,271954;0,006917;;0,002153;0,004764;0,002611
605;6,271954;;6,271954;6,276718;0,004764;;0,004764;0;-0,004764
606;6,276718;;6,276718;6,276718;0;;0;0;0
607;6,276718;;6,276718;6,276718;0;;0;0;0
608;6,276718;;6,276718;6,276718;0;;0;0;0
609;6,276718;;6,276718;6,276718;0;;-0,00278;0,00278;0,00556
610;6,276718;;6,276718;6,279498;0,00278;;-0,005504;0,008284;0,013788
611;6,279498;;6,279498;6,287782;0,008284;;0,007869;0,000415;-0,007454
612;6,287782;;6,287782;6,288197;0,000415;;-0,014857;0,015272;0,030129
613;6,288197;;6,288197;6,303469;0,015272;;0,011709;0,003563;-0,008146
614;6,303469;;6,303469;6,307032;0,003563;;0,003563;0;-0,003563
615;6,307032;;6,307032;6,307032;0;;0;0;0
616;6,307032;;6,307032;6,307032;0;;-0,004518;0,004518;0,009036
617;6,307032;;6,307032;6,311550;0,004518;;0,004518;0;-0,004518
618;6,311550;;6,311550;6,311550;0;;-0,002216;0,002216;0,004432
619;6,311550;;6,311550;6,313766;0,002216;;0,001803;0,000413;-0,00139
620;6,313766;;6,313766;6,314179;0,000413;;-0,007608;0,008021;0,015629
621;6,314179;;6,314179;6,322200;0,008021;;0,008021;0;-0,008021
622;6,322200;;6,322200;6,322200;0;;0;0;0
623;6,322200;;6,322200;6,322200;0;;0;0;0
624;6,322200;;6,322200;6,322200;0;;0;0;0
625;6,322200;;6,322200;6,322200;0;;0;0;0
626;6,322200;;6,322200;6,322200;0;;-0,012201;0,012201;0,024402
627;6,322200;;6,322200;6,334401;0,012201;;0,005051;0,00715;0,002099
628;6,334401;;6,334401;6,341551;0,00715;;-0,001004;0,008154;0,009158
629;6,341551;;6,341551;6,349705;0,008154;;-0,007166;0,01532;0,022486
630;6,349705;;6,349705;6,365025;0,01532;;0,012803;0,002517;-0,010286
631;6,365025;;6,365025;6,367542;0,002517;;0,002517;0;-0,002517
632;6,367542;;6,367542;6,367542;0;;-0,012506;0,012506;0,025012
633;6,367542;;6,367542;6,380048;0,012506;;-0,083247;0,095753;0,179
634;6,380048;;6,380048;6,475801;0,095753;;0,095753;0;-0,095753
635;6,475801;;6,475801;6,475801;0;;0;0;0
636;6,475801;;6,475801;6,475801;0;;0;0;0
637;6,475801;;6,475801;6,475801;0;;0;0;0
638;6,475801;;6,475801;6,475801;0;;0;0;0
639;6,475801;;6,475801;6,475801;0;;0;0;0
640;6,475801;;6,475801;6,475801;0;;0;0;0
641;6,475801;;6,475801;6,475801;0;;0;0;0
642;6,475801;;6,475801;6,475801;0;;0;0;0
643;6,475801;;6,475801;6,475801;0;;0;0;0
644;6,475801;;6,475801;6,475801;0;;0;0;0
645;6,475801;;6,475801;6,475801;0;;0;0;0
646;6,475801;;6,475801;6,475801;0;;0;0;0
647;6,475801;;6,475801;6,475801;0;;0;0;0
648;6,475801;;6,475801;6,475801;0;;-0,000612;0,000612;0,001224
649;6,475801;;6,475801;6,476413;0,000612;;0,000496;0,000116;-0,00038
650;6,476413;;6,476413;6,476529;0,000116;;5,8E-05;5,8E-05;0
651;6,476529;;6,476529;6,476587;5,8E-05;;3E-06;5,5E-05;5,2E-05
652;6,476587;;6,476587;6,476642;5,5E-05;;-0,001505;0,00156;0,003065
653;6,476642;;6,476642;6,478202;0,00156;;0,00156;0;-0,00156
654;6,478202;;6,478202;6,478202;0;;0;0;0
